id,components
9451,"sus scrofa pancreas, semecarpus anacardium juice, sus scrofa jejunum, sus scrofa oral mucosa, sulfur, sus scrofa nasal mucosa, sus scrofa colon, marsdenia condurango bark, sus scrofa stomach, ipecac, veratrum album root, shigella dysenteriae, sus scrofa gallbladder, sus scrofa rectum, pork intestine, atropa belladonna, ceanothus americanus leaf, sus scrofa bile duct, sodium diethyl oxalacetate, yeast mannan, oxalis acetosella leaf, momordica balsamina immature fruit, sus scrofa duodenum, potassium dichromate, sus scrofa lung, sus scrofa urinary bladder, silver nitrate, wood creosote, sus scrofa eye, sus scrofa esophagus, lachesis muta venom, sus scrofa ileum, goldenseal, sus scrofa rectal mucosa, phosphorus, mandragora officinarum root, pulsatilla vulgaris"
9452,"sus scrofa pancreas, levodopa, somatropin, ambergris, sus scrofa ovary, nadide, barium carbonate, selenium, sus scrofa adrenal gland, chaste tree, thioctic acid, estradiol, sus scrofa spleen, sus scrofa lymph, estrone, ubidecarenone, adenosine triphosphate disodium, pantothenic acid, estriol, apiole (parsley), sus scrofa bone marrow, conium maculatum flowering top, sus scrofa testicle, pork liver, proteus morganii, sus scrofa umbilical cord, sus scrofa hypothalamus, melatonin, testosterone, lactic acid, l-"
9453,"salmonella enterica subsp. enterica serovar enteritidis, sus scrofa pineal gland, arsenic trioxide, matricaria chamomilla, passiflora incarnata flowering top, mercuric chloride, ubidecarenone, adenosine triphosphate disodium, pantothenic acid, arabica coffee bean, melatonin, shigella dysenteriae, avena sativa flowering top, pyrrole, silicon dioxide, tryptophan, lactic acid, l-, zinc valerate dihydrate"
9454,"chlorine, lead, sus scrofa thyroid, salicylic acid, lactic acid, dl-, nitric acid, corticotropin, phenyl butyrate, iridium, acetic acid, benzoic acid, strychnos nux-vomica seed, benzyl alcohol, cortisone acetate, stillingia sylvatica root, selenium, isopropyl palmitate, atropa belladonna, sus scrofa adrenal gland, boric acid, glycyrrhiza glabra, berberis vulgaris root bark, phytolacca americana root, sus scrofa lymph, xylitol, estrone, potassium sorbate, trifolium pratense flower, lycopodium clavatum spore, arctium lappa root, petrolatum, eugenol, pork liver, stearyl alcohol, sorbitol, phosphoric acid, resorcinol"
9455,"sus scrofa pineal gland, sus scrofa cerebrum, dopamine hydrochloride, sus scrofa diencephalon, acetylcholine chloride, taurine, epinephrine, sus scrofa thalamus lateral geniculate nucleus, adenosine cyclic phosphate, .gamma.-aminobutyric acid, octopamine, serotonin hydrochloride, norepinephrine bitartrate"
9456,"sus scrofa pancreas, levodopa, somatropin, ambergris, sus scrofa ovary, nadide, barium carbonate, selenium, sus scrofa adrenal gland, chaste tree, thioctic acid, estradiol, petroselinum crispum, sus scrofa lymph, sus scrofa spleen, estrone, ubidecarenone, adenosine triphosphate disodium, pantothenic acid, sus scrofa bone marrow, apiole (parsley), conium maculatum flowering top, sus scrofa testicle, pork liver, proteus morganii, sus scrofa umbilical cord, melatonin, testosterone, lactic acid, l-"
9457,"acetaminophen, aspirin"
9458,"hydrocortisone, sus scrofa thyroid, semecarpus anacardium juice, sodium chloride, cortisone acetate, antimony trisulfide, strychnos ignatii seed, delphinium staphisagria seed"
9459,"vitamin a acetate, .alpha.-tocopherol acetate, cyanocobalamin, copper, ferrous fumarate, calcium carbonate, pyridoxine hydrochloride, ascorbic acid, folic acid, riboflavin, zinc oxide, thiamine mononitrate, cholecalciferol, niacinamide"
9460,"periplaneta americana, blatella germanica"
9461,"sepia officinalis juice, valerian, sulfuric acid, platinum, lachesis muta venom, melissa officinalis, aconitum napellus, black cohosh, sanguinaria canadensis root"
9462,"oryctolagus cuniculus pituitary gland, posterior"
9463,oryctolagus cuniculus nerve
9464,"tin, viola tricolor, equisetum arvense top, peumus boldus leaf, matricaria recutita, aluminum, marsdenia condurango bark"
9465,"drosera rotundifolia flowering top, adiantum capillus-veneris leaf, copper, potentilla erecta root, inula helenium root, grindelia hirsutula flowering top, silver, glycyrrhiza glabra, tussilago farfara whole"
9466,"lead, valerian, salvia pratensis leaf, mentha piperita, melissa officinalis, gold, thymus vulgaris whole"
9467,"jateorhiza calumba root, copper, eucalyptus globulus leaf, silver, gold, inula helenium root, camphor (natural)"
9468,"onion, eucalyptus globulus leaf, fenugreek seed, gold, inula helenium root"
9469,"drosera rotundifolia flowering top, veronica officinalis flowering top, origanum vulgare subsp. hirtum whole, saxifraga granulata whole, lactuca virosa, polygala senega root, ajuga reptans whole, silver, gold"
9470,"mentha piperita, crataegus fruit, corallium rubrum exoskeleton, grindelia hirsutula flowering top, hamamelis virginiana root bark/stem bark, gold, myrtus communis top"
9471,"copper, gelsemium sempervirens root, aconitum napellus, arnica montana, gold"
9472,"urtica dioica, berberis vulgaris root bark, chelidonium majus, aloe, peumus boldus leaf, juniper berry"
9473,"berberis vulgaris root bark, calcium fluoride"
9474,"milk thistle, taraxacum officinale, berberis vulgaris root bark, chelidonium majus, iris versicolor root, ptelea trifoliata bark, solidago virgaurea flowering top, mucuna pruriens fruit trichome"
9475,"arsenic trioxide, calcium sulfide, rancid beef, potassium iodide, goldenseal, potassium dichromate"
9476,"rumex acetosella whole, rumex crispus top"
9477,necitumumab
9478,"atriplex polycarpa pollen, atriplex wrightii pollen, avena sativa pollen, rumex crispus pollen, baccharis halimifolia pollen, arrhenatherum elatius pollen, bromus inermis pollen, amphiachyris dracunculoides pollen, phytolacca americana root, phleum pratense pollen, ambrosia psilostachya pollen, bassia scoparia pollen, ambrosia trifida pollen, baptisia tinctoria root, ambrosia artemisiifolia pollen, poa annua pollen, populus nigra pollen, amaranthus retroflexus pollen, juniperus occidentalis pollen, alnus incana subsp. rugosa pollen, amaranthus palmeri pollen, urtica dioica pollen, ligustrum vulgare pollen, ailanthus altissima pollen, ulmus crassifolia pollen, fraxinus americana pollen, echinacea angustifolia, fraxinus pennsylvanica pollen, triticum aestivum pollen, ulmus pumila pollen, artemisia tridentata pollen, pinus sylvestris pollen, morus alba pollen, phalaris arundinacea pollen, agrostis gigantea pollen, festuca pratensis pollen, zea mays pollen, acer negundo pollen, pascopyrum smithii pollen, sorghum bicolor subsp. drummondii pollen, pinus nigra pollen, pinus taeda pollen, artemisia ludoviciana pollen, pinus strobus pollen, myrrh, salix nigra pollen, rorippa nasturtium-aquaticum, plantago lanceolata pollen, xanthium strumarium pollen, elymus repens pollen, quercus alba pollen, olea europaea pollen, artemisia dracunculus pollen, koeleria macrantha pollen, liquidambar styraciflua pollen, sorghum halepense pollen, populus deltoides subsp. monilifera pollen, populus tremuloides pollen, acacia pollen, dactylis glomerata pollen, prosopis juliflora pollen, populus alba pollen, cupressus arizonica pollen, lolium perenne pollen, lolium multiflorum pollen, chenopodium ambrosioides pollen, chenopodium album pollen, cynodon dactylon pollen, atriplex confertifolia pollen, artemisia frigida pollen, cyclachaena xanthifolia pollen, sorghum bicolor pollen, morus rubra pollen, amaranthus spinosus pollen, rumex acetosella pollen, artemisia vulgaris pollen, fraxinus velutina pollen, solidago canadensis pollen, goldenseal, fenugreek seed, amaranthus tuberculatus pollen"
9479,"lead, lanthanum, sus scrofa thyroid, lithium carbonate, beryllium, manganese, zinc, holmium, magnesium, osmium, sulfur, boron, ascorbic acid, iodine, iridium, garlic, vanadium, nickel, erbium, strychnos nux-vomica seed, uranyl nitrate hexahydrate, formaldehyde, cadmium, barium carbonate, bromine, methionine, platinum, stillingia sylvatica root, potassium carbonate, selenium, praseodymium, neodymium oxide, niobium, palladium, arsenic acid, cerium, glycyrrhiza glabra, molybdenum, tantalum, bismuth, berberis vulgaris root bark, phytolacca americana root, copper, sodium chloride, europium, tribasic calcium phosphate, trifolium pratense flower, dysprosium, chromium, lycopodium clavatum spore, antimony, arctium lappa root, aluminum, rubidium nitrite, strontium carbonate, terbium, ytterbium oxide, samarium, gold, gadolinium, mercurius solubilis, germanium sesquioxide, cobalt, phenol, cysteine, cesium, thallium, iron, indium, silver, phosphorus, tin, rhodium"
9480,"strychnos nux-vomica seed, berberis vulgaris root bark, ricinus communis seed, kerosene, viola tricolor, avena sativa flowering top, .alpha.-lipoic acid, solidago virgaurea flowering top, urtica urens, alcohol, x-ray exposed (1000 rad), caffeine, juglans regia flowering top, frangula purshiana bark, cholesterol"
9481,"valerian, strychnos nux-vomica seed, passiflora incarnata flowering top, veratrum album root, arabica coffee bean, matricaria recutita, strychnos ignatii seed, hops, sulfur, moschus moschiferus musk sac resin"
9482,"echinacea, unspecified, calendula officinalis flowering top, achillea millefolium, matricaria chamomilla, comfrey root, aconitum napellus, bellis perennis, ruta graveolens flowering top, arnica montana, hamamelis virginiana root bark/stem bark, atropa belladonna, baptisia tinctoria root, hypericum perforatum"
9483,"bryonia alba root, sus scrofa umbilical cord, comfrey root, solanum dulcamara top, toxicodendron pubescens leaf, sus scrofa cartilage, sulfur, rhododendron aureum leaf, arnica montana, sus scrofa embryo, sanguinaria canadensis root, sus scrofa placenta, ledum palustre twig"
9484,"calendula officinalis flowering top, comfrey root, aconitum napellus, echinacea angustifolia, matricaria recutita, ruta graveolens flowering top, bellis perennis, hamamelis virginiana root bark/stem bark, hypericum perforatum, baptisia tinctoria root, atropa belladonna, arnica montana"
9485,"bryonia alba root, comfrey root, solanum dulcamara top, tribasic calcium phosphate, toxicodendron pubescens leaf, colchicum autumnale bulb, rhododendron aureum leaf, silicon dioxide, arnica montana, harpagophytum procumbens root, oyster shell calcium carbonate, crude, ledum palustre twig"
9486,"salmonella enterica subsp. enterica serovar enteritidis, sus scrofa stomach, acetyl coenzyme a, sus scrofa thyroid, serotonin hydrochloride, dopamine hydrochloride, adenosine triphosphate disodium, oxytocin acetate, lycopodium clavatum spore, sus scrofa adrenal cortex, artemisia cina pre-flowering top, quinine sulfate, iodine, phosphorus, bacopa monnieri whole, gamboge, equol, (+/-)-, sedum roseum whole"
9487,"sus scrofa pancreas, salmonella enterica enterica serovar enteritidis, sulfur, sus scrofa colon, milk thistle, methylcobalamin, cynara scolymus leaf, veratrum album root, sus scrofa gallbladder, pork intestine, oxogluric acid, sodium diethyl oxalacetate, thioctic acid, formic acid, sus scrofa lymph, malic acid, orotic acid, lycopodium clavatum spore, sus scrofa duodenum, sus scrofa thymus, menadione, cinchona officinalis bark, cholesterol, pork liver, taraxacum officinale, proteus morganii, chelidonium majus, glyoxal trimer dihydrate, avena sativa flowering top, oyster shell calcium carbonate, crude, histamine dihydrochloride"
9488,"salmonella enterica subsp. enterica serovar enteritidis, chlorine, gentiana lutea root, hydrofluoric acid, sulfur, ascorbic acid, iodine, barium carbonate, bromine, cortisone acetate, echinacea angustifolia, escherichia coli, sus scrofa adrenal gland, horse chestnut, sus scrofa spleen, sus scrofa lymph, solanum dulcamara top, tribasic calcium phosphate, phenylalanine, protortonia cacti, sus scrofa tonsil, sus scrofa bone marrow, glyphosate, mercurius solubilis, conium maculatum flowering top, antimony potassium tartrate, pork liver, bisphenol a, sus scrofa umbilical cord, liothyronine, sus scrofa hypothalamus, ferrum phosphoricum, galium aparine, lactic acid, l-, pulsatilla vulgaris"
9489,"populus deltoides subsp. monilifera pollen, fenugreek leaf, betula nigra pollen, juniperus scopulorum pollen, acer rubrum pollen, avena sativa pollen, juniperus virginiana pollen, populus tremuloides pollen, sarcobatus vermiculatus pollen, urtica dioica pollen, ligustrum vulgare pollen, ailanthus altissima pollen, dactylis glomerata pollen, fagus grandifolia pollen, ambrosia acanthicarpa pollen, bromus inermis pollen, populus alba pollen, fraxinus americana pollen, lolium perenne pollen, lolium multiflorum pollen, artemisia ludoviciana pollen, chenopodium album pollen, pascopyrum smithii pollen, atriplex canescens pollen, triticum aestivum pollen, ulmus pumila pollen, pinus strobus pollen, artemisia tridentata pollen, myrrh, salix nigra pollen, poa pratensis pollen, iva annua pollen, atriplex confertifolia pollen, echinacea, unspecified, celtis occidentalis pollen, phytolacca americana root, picea pungens pollen, cyclachaena xanthifolia pollen, phleum pratense pollen, juniperus ashei pollen, acer saccharum pollen, morus alba pollen, juglans regia pollen, plantago lanceolata pollen, alnus rubra pollen, xanthium strumarium pollen, artemisia absinthium pollen, phalaris arundinacea pollen, bassia scoparia pollen, baptisia tinctoria root, platanus occidentalis pollen, salsola tragus pollen, anthoxanthum odoratum pollen, nasturtium officinale, populus nigra pollen, amaranthus retroflexus pollen, amaranthus spinosus pollen, rumex acetosella pollen, artemisia vulgaris pollen, agrostis gigantea pollen, solidago canadensis pollen, festuca pratensis pollen, goldenseal, ulmus americana pollen, carya tomentosa pollen, zea mays pollen, liquidambar styraciflua pollen, sorghum halepense pollen, amaranthus tuberculatus pollen, pseudotsuga menziesii pollen"
9490,"fenugreek leaf, khuskia oryzae, rhizopus stolonifer, penicillium chrysogenum var. chrysogenum, acremonium strictum, rhodotorula rubra, phoma exigua var. exigua, chaetomium globosum, trichoderma viride, aureobasidium pullulans var. pullutans, stemphylium sarciniforme, haematonectria haematococca, myrrh, cochliobolus spicifer, trichophyton mentagrophytes, epicoccum nigrum, echinacea, unspecified, mucor plumbeus, phytolacca americana root, alternaria alternata, baptisia tinctoria root, nasturtium officinale, cladosporium cladosporioides, aspergillus niger var. niger, goldenseal, neurospora sitophila, botrytis cinerea"
9491,"fenugreek leaf, wheat bran, periplaneta americana, dermatophagoides pteronyssinus, barley, corn, myrrh, blatta orientalis, brown rice, echinacea, unspecified, phytolacca americana root, millet, baptisia tinctoria root, house dust, nasturtium officinale, oat, dermatophagoides farinae, goldenseal, tin"
