id,components
1195,cupric arsenite
1196,punica granatum root bark
1197,hura crepitans sap
1198,ipecac
1199,tsuga canadensis bark
1200,actaea spicata root
1201,cajuput oil
1202,ceanothus americanus leaf
1203,clematis recta flowering top
1204,colchicum autumnale bulb
1205,insulin human
1206,potassium bromide
1207,"lactic acid, dl-"
1208,menyanthes trifoliata
1209,palladium
1210,persicaria punctata
1211,turpentine oil
1212,zoledronic acid
1213,"thyroid, unspecified"
1214,northern quahog
1215,eupatorium perfoliatum flowering top
1216,hypericum oil
1217,silver
1218,tobacco leaf
1219,dryopteris filix-mas root
1220,dryopteris filix-mas leaf
1221,arsenic trisulfide
1222,ferula assa-foetida resin
1223,"sodium arsenate, dibasic heptahydrate"
1224,"human sputum, bordetella pertussis infected"
1225,oenanthe aquatica fruit
1226,"valine, glutamic acid, isoleucine, methionine, threonine, arginine, proline, taurine, tyrosine, phenylalanine, leucine, tryptophan, lysine acetate, serine, glycine, alanine, histidine, aspartic acid"
1227,ranunculus bulbosus
1228,radish
1229,sambucus nigra flowering top
1230,rhododendron aureum leaf
1231,capsella bursa-pastoris
1232,urtica urens
1233,veratrum viride root
1234,verbascum thapsus
1235,micrurus corallinus venom
1236,fagopyrum esculentum
1237,formaldehyde
1238,chamaelirium luteum root
1239,iris tenax
1240,canis lupus familiaris milk
1241,melilotus officinalis top
1242,pilocarpus jaborandii leaf
1243,novobiocin
1244,cupric chloride
1245,luffa operculata fruit
1246,morella cerifera root bark
1247,platinum
1248,anemone patens
1249,ricinus communis seed
1250,green tea leaf
1251,allylthiourea
1252,digitalis
1253,mucuna pruriens fruit trichome
1254,equisetum hyemale
1255,estrone
1256,fucus vesiculosus
1257,anemone hepatica var. obtusa
1258,hydrogen cyanide
1259,"potassium phosphate, dibasic"
1260,calcium hexafluorosilicate
1261,prunus laurocerasus leaf
1262,anidulafungin
1263,clindamycin palmitate
1264,stavudine
1265,acetylcysteine
1266,"dexamethasone acetate, unspecified form"
1267,betamethasone valerate
1268,escherichia coli
1269,"polyglyceryl-3 oleate, glyceryl distearate, medium-chain triglycerides"
1270,barium sulfate
1271,olive oil
1272,diazolidinyl urea
1273,sorbitol
1274,zinc acetate
1275,barium carbonate
1276,conium maculatum flowering top
1277,cupric acetate
1278,copper
1279,galium aparine
1280,skim milk
1281,solidago virgaurea flowering top
1282,datura stramonium
1283,teucrium marum
1284,viola tricolor
1285,wyethia helenioides root
1286,zinc
1287,tuberculin purified protein derivative
1288,"dextromethorphan hydrobromide, phenylephrine hydrochloride, aspirin, doxylamine succinate"
1289,"dextromethorphan hydrobromide, acetaminophen, phenylephrine, doxylamine succinate"
1290,glyceryl stearate/peg-100 stearate
1291,polygala senega root
1292,stannous iodide
1293,lobaria pulmonaria
1294,viburnum opulus bark
1295,vipera berus venom
1296,zinc sulfate heptahydrate
1297,epoprostenol sodium
1298,"phenylephrine hydrochloride, brompheniramine maleate"
1299,hawthorn leaf with flower
1300,"alcohol, x-ray exposed (1000 rad)"
1301,zinc valerate dihydrate
1302,treponemic skin canker human
1303,"glyceryl distearate, medium-chain triglycerides, polyglyceryl-3 oleate"
1304,sanguinarine nitrate
1305,"dextromethorphan hydrobromide, acetaminophen, phenylephrine"
1306,liothyronine sodium
1307,latanoprost
1308,vedolizumab
1309,duloxetine hydrochloride
1310,amitriptyline hydrochloride
1311,estradiol
1312,tranilast
1313,methylcobalamin
1314,aminophylline
1315,lachnanthes caroliniana
1316,latrodectus mactans
1317,aspidosperma quebracho-blanco bark
1318,valerian
1319,viola odorata
1320,methimazole
1321,cimetidine
1322,lansoprazole
1323,"dextrose monohydrate, lidocaine hydrochloride"
1324,metronidazole benzoate
1325,palm oil
1326,flurbiprofen
1327,ketoprofen
1328,prasterone
1329,asafetida
1330,amanita muscaria var. muscaria
1331,sulfuric acid
1332,amantadine hydrochloride
1333,pancuronium bromide
1334,azelaic acid
1335,nifedipine
1336,tetracaine
1337,prednisolone sodium phosphate
1338,ciprofloxacin
1339,betula pendula leaf
1340,levisticum officinale
1341,larix decidua resin
1342,artemisia abrotanum flowering top
1343,tobramycin sulfate
1344,formica rufa
1345,equisetum arvense top
1346,primula veris
1347,cyclopentolate hydrochloride
1348,amphotericin b
1349,"dextromethorphan hydrobromide, phenylephrine bitartrate, aspirin, doxylamine succinate"
1350,"starch, corn, anhydrous citric acid, sucralose, sodium benzoate"
1351,almond oil
1352,"stearyl alcohol, urea, stearic acid, polyoxyl 40 stearate, glyceryl monostearate, isopropyl myristate, cetyl alcohol"
1353,ketoconazole
1354,papaverine hydrochloride
1355,selegiline hydrochloride
1356,spironolactone
1357,doxepin hydrochloride
1358,fluocinolone acetonide
1359,aminosalicylic acid
1360,fluorouracil
1361,sumatriptan succinate
1362,7-keto-dehydroepiandrosterone
1363,polypodium virginianum whole
1364,allium sativum whole
1365,araneus diadematus
1366,arnica montana root
1367,asarum europaeum
1368,chelidonium majus
1369,artemisia cina pre-flowering top
1370,cinnamon
1371,cholestyramine
1372,"2,3-dimercaptosuccinic acid"
1373,sulfapyridine
1374,epinephrine bitartrate
1375,dextromethorphan hydrobromide
1376,2-deoxyglucose
1377,captopril
1378,p-aminophenol
1379,avena sativa flowering top
1380,caulophyllum thalictroides root
1381,matricaria chamomilla
1382,collinsonia canadensis root
1383,syzygium jambos seed
1384,fraxinus americana bark
1385,mannitol
1386,iberis amara seed
1387,iris versicolor root
1388,protortonia cacti
1389,melissa officinalis
1390,asplenium scolopendrium top
1391,chaste tree
1392,beryllium
1393,bismuth
1394,cadmium sulfate
1395,codeine sulfate
1396,diphenoxylate hydrochloride
1397,versetamide
1398,propofol
1399,theophylline
1400,phentermine hydrochloride
1401,cocaine hydrochloride
1402,hydrocodone bitartrate
1403,calcium stearate
1404,valproate sodium
1405,iothalamic acid
1406,methylnaltrexone bromide
1407,pregnenolone
1408,clonazepam
1409,azathioprine
1410,trazodone hydrochloride
1411,sufentanil
1412,levorphanol tartrate
1413,fumaria officinalis flowering top
1414,grindelia hirsutula flowering top
1415,helleborus niger root
1416,manganese chloride
1417,potassium arsenite anhydrous
1418,veronicastrum virginicum root
1419,nitric acid
1420,nerium oleander leaf
1421,ustilago maydis
1422,codeine phosphate
1423,magnesium stearate
1424,aluminum monostearate
1425,amphetamine aspartate
1426,naltrexone
1427,noscapine
1428,"potassium phosphate, monobasic"
1429,insulin degludec
1430,palmitic acid
1431,vilazodone hydrochloride
1432,potassium iodide
1433,rhododendron tomentosum leafy twig
1434,hippomane mancinella fruiting leafy twig
1435,manganese
1436,daphne mezereum bark
1437,lead
1438,saw palmetto
1439,santonin
1440,titanium
1441,erysimum cheiranthoides whole
1442,chlorine
1443,anamirta cocculus seed
1444,"coffea arabica seed, roasted"
1445,alpine strawberry
1446,graphite
1447,hekla lava
1448,lathyrus sativas seed
1449,oxymorphone
1450,"sodium phosphate, monobasic, monohydrate"
1451,"sodium phosphate, dibasic, anhydrous"
1452,phenoxybenzamine hydrochloride
1453,carbamazepine
1454,dexmethylphenidate hydrochloride
1455,buprenorphine
1456,ceftazidime
1457,gadofosveset trisodium
1458,sodium thiosulfate
1459,dextroamphetamine
1460,aminophylline dihydrate
1461,sodium acetate
1462,papaverine
1463,ioversol
1464,dihydrocodeine bitartrate
1465,hydromorphone
1466,opium
1467,zanthoxylum americanum bark
1468,"acetaminophen, phenylephrine hydrochloride, dextromethorphan hydrochloride"
1469,estriol
1470,noscapine hydrochloride
1471,exenatide
1472,sodium sulfate anhydrous
1473,oxycodone
1474,dopamine hydrochloride
1475,"memantine hydrochloride, donepezil hydrochloride"
1476,asenapine maleate
1477,"hydrochlorothiazide, triamterene"
1478,acetic acid
1479,scabies lesion lysate (human)
1480,"peg-10 dimethicone (600 cst), methicone (20 cst), isopropyl palmitate, silanamine, lecithin, soybean, dimethicone crosspolymer (450000 mpa.s at 12% in cyclopentasiloxane), titanium dioxide, dimethicone"
1481,"polyethylene glycol, unspecified"
1482,lilium lancifolium whole flowering
1483,oenanthe crocata root
1484,kerosene
1485,podophyllum
1486,scrophularia nodosa
1487,claviceps purpurea sclerotium
1488,spigelia anthelmia
1489,"magnesium chloride, sodium chloride, sodium acetate anhydrous, potassium chloride, calcium chloride"
1490,linaclotide
1491,milnacipran hydrochloride
1492,amphetamine sulfate
1493,methylphenidate
1494,"risedronate sodium monohydrate, risedronate sodium hemi-pentahydrate"
1495,glatiramer acetate
1496,nebivolol hydrochloride
1497,levomilnacipran hydrochloride
1498,leuprolide acetate
1499,insulin detemir
1500,disofenin
1501,ferumoxytol non-stoichiometric magnetite
1502,benzphetamine
1503,colfosceril palmitate
1504,tretinoin
1505,clonidine hydrochloride
1506,"magnesium chloride, sodium chloride, sodium acetate anhydrous, potassium chloride, sodium gluconate"
1507,loxapine succinate
1508,estazolam
1509,cinacalcet hydrochloride
1510,amoxapine
1511,clindamycin hydrochloride
1512,itraconazole
1513,strontium carbonate
1514,trillium erectum root
1515,viscum album fruiting top
1516,vaccinia virus strain new york city board of health live antigen
1517,erythromycin lactobionate
1518,adenine
1519,"naloxone hydrochloride, pentazocine hydrochloride"
1520,guanfacine hydrochloride
1521,galantamine hydrobromide
1522,celecoxib
1523,"potassium chloride, calcium chloride, sodium chloride"
1524,mirabegron
1525,propafenone hydrochloride
1526,potassium citrate
1527,piroxicam
1528,prilocaine hydrochloride
1529,hydroxychloroquine sulfate
1530,ezetimibe
1531,"amlodipine besylate, benazepril hydrochloride"
1532,vigabatrin
1533,promethazine hydrochloride
1534,phenobarbital sodium
1535,amobarbital sodium
1536,elotuzumab
1537,"sodium phosphate, dibasic, heptahydrate"
1538,orphenadrine citrate
1539,penicillamine
1540,testosterone enanthate
1541,oxytocin
1542,nandrolone decanoate
1543,hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer (45000 mpa.s at 1%)
1544,prilocaine
1545,chlorzoxazone
1546,glipizide
1547,ambrisentan
1548,nizatidine
1549,"pseudoephedrine hydrochloride, guaifenesin"
1550,perphenazine
1551,"probenecid, colchicine"
1552,probenecid
1553,"atenolol, chlorthalidone"
1554,tetraferric tricitrate decahydrate
1555,dextroamphetamine saccharate
1556,"thebaine, morphine, papaverine, codeine"
1557,"5-amino-n,n'-bis(2,3-dihydroxypropyl)-2,4,6-triiodobenzene-1,3-dicarboxamide"
1558,trihexyphenidyl hydrochloride
1559,disopyramide phosphate
1560,bivalirudin
1561,butalbital
1562,nepafenac
1563,pentosan polysulfate sodium
1564,naloxone hydrochloride dihydrate
1565,methadone
1566,gadoversetamide
1567,haloperidol
1568,omeprazole
1569,allopurinol
1570,dasotraline hydrochloride
1571,sulindac
1572,phentermine
1573,secobarbital sodium
1574,"sodium iodide, alcohol, iodine"
1575,nivolumab
1576,magnesium chloride
1577,poloxalene
1578,ammonia
1579,desmopressin
1580,medronic acid
1581,peramivir
1582,"pamabrom, acetaminophen"
1583,flunixin meglumine
1584,sirolimus
1585,enrofloxacin
1586,belimumab
1587,fentanyl hydrochloride
1588,cysteine hydrochloride
1589,galactose
1590,calcium polycarbophil
1591,dimenhydrinate
1592,quinupristin
1593,clorsulon
1594,"magnesium salicylate, caffeine"
1595,sodium lactate
1596,clomiphene citrate
1597,rifaximin
1598,ropivacaine hydrochloride
1599,gatifloxacin
1600,succinylcholine chloride
1601,isavuconazonium sulfate
1602,"acetaminophen, aspirin, caffeine"
1603,prasterone acetate
1604,sermorelin acetate
1605,enclomiphene citrate
1606,cidofovir
1607,liquid petroleum
1608,tripalmitin
1609,ziconotide
1610,liraglutide
1611,inosine
1612,betamethasone sodium phosphate
1613,dapsone
1614,oxandrolone
1615,mitomycin
1616,levomefolate calcium
1617,cefoxitin sodium
1618,tiopronin
1619,"potassium chloride, dextrose monohydrate, sodium chloride"
1620,"dextrose monohydrate, sodium chloride, potassium chloride, calcium chloride, sodium lactate"
1621,trichlormethiazide
1622,chloral hydrate
1623,oteseconazole
1624,ethacridine lactate
1625,levamisole hydrochloride
1626,isoxsuprine hydrochloride
1627,phenylbutazone
1628,phentolamine mesylate
1629,eletriptan hydrobromide
1630,rocuronium bromide
1631,"potassium chloride, sodium chloride"
1632,"acetaminophen, diphenhydramine"
1633,dronabinol
1634,nimodipine
1635,belatacept
1636,ibuprofen sodium
1637,ceftriaxone sodium
1638,ethosuximide
1639,ractopamine hydrochloride
1640,iron sucrose
1641,ipilimumab
1642,primidone
1643,ergocalciferol
1644,icosapent ethyl
1645,dimethicone 410
1646,"diphenhydramine hydrochloride, ibuprofen"
1647,bicalutamide
1648,letermovir
1649,estradiol cypionate
1650,leucovorin calcium
1651,pyrimethamine
1652,bexarotene
1653,diclofenac
1654,tafamidis meglumine
1655,telotristat ethyl
1656,alvimopan
1657,trisodium citrate dihydrate
1658,pamabrom
1659,sodium oxybate
1660,magnesium sulfate anhydrous
1661,lubiprostone
1662,diphenhydramine
1663,dimethyl fumarate
1664,esomeprazole strontium
1665,nitazoxanide
1666,dextran 40
1667,pimavanserin tartrate
1668,encorafenib
1669,sulfur hexafluoride
1670,tilmicosin
1671,monensin
1672,"mometasone furoate, formoterol fumarate"
1673,dalfopristin
1674,histamine
1675,triprolidine hydrochloride
1676,tolterodine tartrate
1677,"phentermine hydrochloride, topiramate"
1678,"pseudoephedrine hydrochloride, ibuprofen"
1679,ibrutinib
1680,calcifediol
1681,piperazine adipate
1682,metaxalone
1683,canagliflozin
1684,"dextrose monohydrate, potassium phosphate, monobasic, sodium phosphate, monobasic, monohydrate, magnesium chloride, potassium chloride, sodium lactate"
1685,acalabrutinib
1686,eribulin mesylate
1687,eucalyptol
1688,mometasone furoate
1689,"valine, glutamic acid, isoleucine, methionine, threonine, arginine, proline, n-acetyltyrosine, phenylalanine, leucine, tryptophan, lysine acetate, serine, glycine, alanine, histidine, aspartic acid"
1690,colestipol hydrochloride
1691,atazanavir sulfate
1692,"metformin hydrochloride, pioglitazone hydrochloride"
1693,"chlorthalidone, azilsartan medoxomil"
1694,"alogliptin benzoate, pioglitazone hydrochloride"
1695,fluvastatin sodium
1696,sermorelin
1697,duvelisib
1698,perampanel
1699,lenvatinib
1700,"glimepiride, pioglitazone hydrochloride"
1701,"potassium chloride, dextrose monohydrate"
1702,tecovirimat
1703,tafamidis
1704,lorcaserin hydrochloride hemihydrate
1705,dexlansoprazole
1706,fluorescein
1707,deferasirox
1708,rotigotine
1709,sugammadex sodium
1710,flutamide
1711,bisoprolol fumarate
1712,secnidazole
1713,macitentan
1714,fluvoxamine maleate
1715,"silicon dioxide, dimethicone"
1716,tryptophan
1717,valine
1718,serine
1719,remifentanil hydrochloride
1720,"dibasic potassium phosphate, potassium phosphate, monobasic"
1721,mycophenolate mofetil
1722,alogliptin benzoate
1723,zolmitriptan
1724,"dextrose monohydrate, sodium chloride"
1725,"sodium phosphate, monobasic, monohydrate, sodium phosphate, dibasic, anhydrous"
1726,esmolol hydrochloride
1727,eltrombopag olamine
1728,quinidine gluconate
1729,quinine hydrochloride
1730,quinine
1731,isoflurane
1732,arginine hydrochloride
1733,lysine acetate
1734,diethylpropion hydrochloride
1735,enzalutamide
1736,perflutren
1737,"sodium lactate, potassium chloride, calcium chloride, sodium chloride"
1738,trifluridine
1739,mebendazole
1740,teriflunomide
1741,"lopinavir, ritonavir"
1742,doxapram hydrochloride
1743,tipranavir
1744,treprostinil
1745,alanine
1746,threonine
1747,phenylalanine
1748,n-acetyltyrosine
1749,bortezomib
1750,arginine
1751,methionine
1752,lysine hydrochloride
1753,vardenafil hydrochloride
1754,risperidone
1755,loteprednol etabonate
1756,etodolac
1757,quinidine sulfate
1758,tyrosine
1759,riociguat
1760,rivaroxaban
1761,apalutamide
1762,pirfenidone
1763,amantadine
1764,"progesterone, estradiol"
1765,azilsartan kamedoxomil
1766,febuxostat
1767,nilotinib
1768,acetazolamide
1769,vardenafil hydrochloride trihydrate
1770,linagliptin
1771,apremilast
1772,imepitoin
1773,"isoniazid, rifampin, pyrazinamide"
1774,sorafenib
1775,cisapride
1776,"potassium chloride, magnesium chloride, calcium chloride, sodium chloride"
1777,"trandolapril, verapamil hydrochloride"
1778,bupivacaine
1779,methoprene
1780,methazolamide
1781,pentamidine isethionate
1782,eltrombopag
1783,quinic acid
1784,quinine sulfate
1785,glutathione
1786,moxifloxacin
1787,"dextrose monohydrate, magnesium acetate, potassium acetate, sodium chloride"
1788,riluzole
1789,"chlorpheniramine maleate, dextromethorphan hydrobromide, acetaminophen"
1790,"alogliptin benzoate, metformin hydrochloride"
1791,alcaftadine
1792,obeticholic acid
1793,epinastine hydrochloride
1794,lofexidine hydrochloride
1795,clindamycin palmitate hydrochloride
1796,"pseudoephedrine, dextromethorphan hydrobromide, acetaminophen, guaifenesin"
1797,balsalazide disodium
1798,magnesium carbonate
1799,dexchlorpheniramine maleate
1800,pheniramine maleate
1801,"valine, glutamic acid, isoleucine, threonine, arginine, methionine, proline, taurine, leucine, serine, glycine, alanine, histidine, aspartic acid"
1802,"valine, glutamic acid, isoleucine, methionine, threonine, arginine, proline, tyrosine, phenylalanine, leucine, serine, lysine acetate, tryptophan, glycine, alanine, histidine, aspartic acid"
1803,rivastigmine
1804,tripelennamine hydrochloride
1805,ticagrelor
1806,alendronate sodium
1807,risedronate sodium hemi-pentahydrate
1808,empagliflozin
1809,octocrylene
1810,nilotinib hydrochloride anhydrous
1811,eszopiclone
1812,"mannitol, sorbitol"
1813,aripiprazole lauroxil
1814,methotrexate
1815,"metformin hydrochloride, dapagliflozin propanediol"
1816,aluminum hydroxide
1817,magaldrate
1818,amiloride hydrochloride
1819,ferrous fumarate
1820,carvedilol phosphate
1821,ticlopidine hydrochloride
1822,levalbuterol tartrate
1823,iron dextran
1824,cromolyn sodium
1825,"sodium chloride, magnesium chloride, sodium acetate anhydrous, potassium chloride, dextrose, unspecified form, sodium gluconate"
1826,bupropion hydrobromide
1827,laropiprant
1828,olmesartan medoxomil
1829,pyridoxal phosphate anhydrous
1830,diroximel fumarate
1831,dasatinib
1832,dinoprostone
1833,bimatoprost
1834,sevoflurane
1835,aspartic acid
1836,isoleucine
1837,chlorpromazine hydrochloride
1838,brexpiprazole
1839,tetrahydrozoline hydrochloride
1840,albuterol
1841,ganirelix acetate
1842,estradiol valerate
1843,leucine
1844,"valine, isoleucine, methionine, arginine, threonine, proline, serine, leucine, glycine, alanine, histidine"
1845,darunavir ethanolate
1846,polyethylene glycol 8000
1847,"lorcaserin, lorcaserin hydrochloride hemihydrate"
1848,clonidine
1849,methotrexate sodium
1850,pravastatin sodium
1851,"magnesium hydroxide, aluminum hydroxide"
1852,clorazepate dipotassium
1853,dabigatran etexilate
1854,irbesartan
1855,sitagliptin phosphate
1856,apomorphine hydrochloride
1857,buspirone hydrochloride
1858,formoterol fumarate
1859,dapagliflozin propanediol
1860,glutamic acid
1861,glutamine
1862,pilocarpine hydrochloride
1863,sitagliptin phosphate anhydrous
1864,flavoxate hydrochloride
1865,mercaptopurine
1866,simvastatin
1867,oxytetracycline hydrochloride
1868,maropitant citrate
1869,nisoldipine
1870,"pseudoephedrine hydrochloride, fexofenadine hydrochloride"
1871,propafenone
1872,dapagliflozin
1873,pyrazinamide
1874,acitretin
1875,lormetazepam
1876,erythromycin ethylsuccinate
1877,posaconazole
1878,mirtazapine
1879,norethindrone acetate
1880,sacubitril valsartan sodium hydrate
1881,atropine
1882,homatropine methylbromide
1883,ribavirin
1884,dalfampridine
1885,"carbonate ion, magnesium carbonate, aluminum hydroxide"
1886,fondaparinux sodium
1887,betaxolol hydrochloride
1888,dorzolamide hydrochloride
1889,carbinoxamine maleate
1890,histidine monohydrochloride monohydrate
1891,proline
1892,cladribine
1893,regorafenib monohydrate
1894,chlordiazepoxide hydrochloride
1895,metaproterenol sulfate
1896,nitrofurantoin monohydrate
1897,fusidic acid
1898,tamsulosin hydrochloride
1899,estradiol hemihydrate
1900,valganciclovir hydrochloride
1901,danazol
1902,darifenacin hydrobromide
1903,oxybenzone
1904,dioxybenzone
1905,florfenicol
1906,protamine
1907,"estrogens, conjugated"
1908,repaglinide
1909,flurazepam hydrochloride
1910,amiodarone hydrochloride
1911,zolpidem tartrate
1912,lacosamide
1913,fosfomycin tromethamine
1914,arformoterol tartrate
1915,vilanterol trifenatate
1916,cisatracurium besylate
1917,efavirenz
1918,choriogonadotropin alfa
1919,rimexolone
1920,ethinyl estradiol
1921,estradiol benzoate
1922,octisalate
1923,isosulfan blue
1924,chlorothiazide
1925,difloxacin hydrochloride
1926,maraviroc
1927,fosfomycin sodium
1928,cytarabine
1929,desonide
1930,norgestrel
1931,calcipotriene hydrate
1932,benazepril hydrochloride
1933,pimobendan
1934,pyrilamine maleate
1935,felbamate
1936,ospemifene
1937,methyltestosterone
1938,homosalate
1939,granisetron
1940,"ensulizole, octisalate, avobenzone, octocrylene"
1941,olanzapine
1942,"magnesium hydroxide, butylparaben, aluminum hydroxide"
1943,isoniazid
1944,ritonavir
1945,pyrantel tartrate
1946,pyrantel pamoate
1947,aztreonam
1948,bendamustine hydrochloride
1949,tirofiban hydrochloride
1950,imidacloprid
1951,ibutilide fumarate
1952,treprostinil sodium
1953,clidinium bromide
1954,dexlansoprazole sesquihydrate
1955,almotriptan malate
1956,enfuvirtide
1957,ganciclovir
1958,estropipate
1959,sulisobenzone
1960,morantel tartrate
1961,niraparib tosylate monohydrate
1962,ethisterone
1963,equilin
1964,chloramphenicol
1965,dicyclomine hydrochloride
1966,rasagiline mesylate
1967,"carbon dioxide, aluminum hydroxide"
1968,midazolam
1969,erythromycin phosphate
1970,roxithromycin
1971,dronedarone hydrochloride
1972,diclofenac diethylamine
1973,quinapril hydrochloride
1974,carprofen
1975,methyclothiazide
1976,oxazepam
1977,acebutolol hydrochloride
1978,dipyridamole
1979,aliskiren hemifumarate
1980,diphenhydramine citrate
1981,marbofloxacin
1982,fomepizole
1983,brinzolamide
1984,bepotastine besilate
1985,carmustine
1986,cocarboxylase
1987,"avobenzone, octocrylene"
1988,firocoxib
1989,granisetron hydrochloride
1990,travoprost
1991,methenamine hippurate
1992,chlophedianol hydrochloride
1993,dofetilide
1994,besifloxacin hydrochloride
1995,glimepiride
1996,sodium hypochlorite
1997,treprostinil diolamine
1998,bazedoxifene acetate
1999,pramipexole dihydrochloride
2000,erythromycin estolate
2001,ramipril
2002,ethynodiol diacetate
2003,gonadorelin diacetate tetrahydrate
2004,emedastine difumarate
2005,cabergoline
2006,bromfenac sodium
2007,ethacrynate sodium
2008,dabigatran etexilate mesylate
2009,nafarelin acetate
2010,ramelteon
2011,pitavastatin calcium
2012,tolvaptan
2013,paliperidone palmitate
2014,prasugrel
2015,ornidazole
2016,ifosfamide
2017,naftifine hydrochloride
2018,ivacaftor
2019,colistimethate sodium
2020,diflunisal
2021,monophosphothiamine
2022,ibandronate sodium
2023,alanyl glutamine
2024,zileuton
2025,salmeterol xinafoate
2026,paliperidone
2027,prasugrel hydrochloride
2028,artemether
2029,lisdexamfetamine dimesylate
2030,chloramphenicol palmitate
2031,chlordiazepoxide
2032,sodium picosulfate
2033,pentetic acid
2034,fosphenytoin sodium
2035,"thyroid, porcine"
2036,varenicline tartrate
2037,boric acid
2038,cocarboxylase tetrahydrate
2039,ensulizole
2040,isoproterenol hydrochloride
2041,magnesium salicylate
2042,leflunomide
2043,lovastatin
2044,candesartan cilexetil
2045,"hydrochlorothiazide, candesartan cilexetil"
2046,"hydrochlorothiazide, metoprolol succinate"
2047,osimertinib
2048,naloxegol oxalate
2049,"allopurinol, lesinurad"
2050,fludrocortisone acetate
2051,pimozide
2052,pantoprazole sodium
2053,netupitant
2054,gilteritinib fumarate
2055,follitropin
2056,cabazitaxel
2057,felodipine
2058,avobenzone
2059,flumazenil
2060,atovaquone
2061,desvenlafaxine
2062,roflumilast
2063,temozolomide
2064,didanosine
2065,choline fenofibrate
2066,rufinamide
2067,ethionamide
2068,tulathromycin
2069,molindone hydrochloride
2070,sofosbuvir
2071,rotigotine hydrochloride
2072,uridine 5'-triphosphate sodium
2073,perindopril erbumine
2074,tenofovir disoproxil fumarate
2075,hydroxyzine hydrochloride
2076,ceftaroline fosamil
2077,"velpatasvir, sofosbuvir, voxilaprevir"
2078,sitagliptin
2079,fludarabine phosphate
2080,sodium nitroprusside
2081,fenretinide
2082,tazarotene
2083,pomalidomide
2084,paclitaxel
2085,safinamide
2086,procarbazine hydrochloride
2087,lenalidomide
2088,nesiritide citrate
2089,eptifibatide
2090,levodopa
2091,acamprosate calcium
2092,adapalene
2093,hydroxyurea
2094,"tenofovir disoproxil fumarate, efavirenz, emtricitabine"
2095,fesoterodine fumarate
2096,sumatriptan
2097,levobunolol hydrochloride
2098,zaleplon
2099,sunitinib malate
2100,micafungin sodium
2101,"tenofovir alafenamide fumarate, bictegravir sodium, emtricitabine"
2102,procaine hydrochloride
2103,argipressin
2104,abatacept
2105,bismuth subcitrate potassium
2106,cariprazine hydrochloride
2107,clevidipine
2108,tofacitinib citrate
2109,chlorcyclizine hydrochloride
2110,fenfluramine hydrochloride
2111,cefazolin
2112,pergolide mesylate
2113,pyridoxine dipalmitate
2114,deferiprone
2115,enoxaparin sodium
2116,nicotine bitartrate
2117,adefovir dipivoxil
2118,montelukast sodium
2119,caspofungin
2120,regadenoson anhydrous
2121,tapentadol hydrochloride
2122,midodrine hydrochloride
2123,rilpivirine hydrochloride
2124,"chlorpheniramine maleate, dextromethorphan hydrobromide"
2125,lifitegrast
2126,mesna
2127,tinidazole
2128,ketotifen fumarate
2129,maprotiline hydrochloride
2130,mefloquine hydrochloride
2131,milbemycin oxime
2132,reserpine
2133,edoxaban tosylate
2134,testosterone isocaproate
2135,mometasone furoate monohydrate
2136,alitretinoin
2137,alendronic acid
2138,saxagliptin hydrochloride
2139,lorcaserin
2140,sarolaner
2141,sodium iodide i-123
2142,trimethobenzamide hydrochloride
2143,lesinurad
2144,"acetyltryptophan, dl-"
2145,ciclesonide
2146,betamethasone acetate
2147,"tenofovir disoproxil fumarate, cobicistat, elvitegravir, emtricitabine"
2148,"tenofovir disoproxil fumarate, emtricitabine"
2149,citicoline sodium
2150,piperonyl butoxide
2151,ubidecarenone
2152,daclatasvir dihydrochloride
2153,baloxavir marboxil
2154,clobetasol propionate
2155,oxantel pamoate
2156,hydrocortisone butyrate
2157,diclofenac potassium
2158,aceclidine hydrochloride
2159,dihydroergotamine mesylate
2160,abiraterone
2161,isotretinoin
2162,diethylstilbestrol
2163,.alpha.-lipoic acid
2164,annamycin
2165,sisomicin
2166,betahistine hydrochloride
2167,docosanol
2168,memantine
2169,"misoprostol, diclofenac"
2170,phenelzine sulfate
2171,meglumine
2172,pimecrolimus
2173,everolimus
2174,"tenofovir disoproxil fumarate, rilpivirine hydrochloride, emtricitabine"
2175,selamectin
2176,aluminum zirconium trichlorohydrex gly
2177,propantheline bromide
2178,oxybutynin
2179,ciprofibrate
2180,"avibactam sodium, ceftazidime"
2181,sulfacetamide
2182,phendimetrazine tartrate
2183,rifabutin
2184,cyproheptadine hydrochloride
2185,nicardipine hydrochloride
2186,oxaprozin
2187,daunorubicin hydrochloride
2188,thalidomide
2189,pemoline
2190,phenylpropanolamine
2191,nitrofurazone
2192,ronidazole
2193,lurasidone hydrochloride
2194,benoxinate hydrochloride
2195,difluprednate
2196,vinorelbine tartrate
2197,idebenone
2198,oxiconazole nitrate
2199,eslicarbazepine acetate
2200,"magnesium hydroxide, famotidine, calcium carbonate"
2201,desoximetasone
2202,oxytetracycline
2203,glycopyrronium
2204,didecyldimonium chloride
2205,flecainide acetate
2206,choline salicylate
2207,levonordefrin
2208,enalapril maleate
2209,pentoxyverine citrate
2210,moexipril hydrochloride
2211,octanoic acid 1-c-13
2212,milrinone
2213,urea c-13
2214,gemtuzumab ozogamicin
2215,propiomazine maleate
2216,potassium sulfate
2217,pancrelipase
